mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
91	91	270	270	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
91	91	270	270	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	831											
91	91	272	272	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	832											
92	92	273	273	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	833											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	834											
92	92	273	273	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	835											
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	836											
92	92	274	274	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	837											
92	92	549/2	549/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	838											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	839											
92	92	273	273	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	840											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	841											
92	92	273	273	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	5			
92	92	273	273	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	842											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	843											
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	844											
93	93	553/2	553/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	845											
93	93	277	277	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	846											
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	847											
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	848											
93	93	276	276	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	849											
93	93	553/2	553/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	850											
93	93	277	277	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	851											
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	852											
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	853											
93	93	276	276	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	854											
93	93	278	278	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	855											
93	93	276	276	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
93	93	276	276	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	856											
93	93	278	278	0.0	1/2	1/2	FiguredBass	3/4	4	1	0										1/4	5			
93	93	278	278	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	857											
94	94	279	279	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	858											
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	859											12
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	860											
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	861											
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	862											
94	94	280	280	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	863											13
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	864											
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	865											
94	94	279	279	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	866											
94	94	281	281	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	867											
94	94	279	279	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	6			
94	94	279	279	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	868											
94	94	281	281	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	869											
95	95	282	282	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	870											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	871											
95	95	282	282	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	872											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	873											
95	95	282	282	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	874											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	875											
95	95	282	282	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
95	95	282	282	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	876											
95	95	284	284	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	877											
96	96	285	285	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	878											
96	96	286	286	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	879											14
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	880											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	881											
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	882											
96	96	286	286	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	883											15
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	884											
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	885											
97	97	288	288	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	886											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	887											
97	97	288	288	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	888											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	889											
97	97	288	288	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	890											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	891											
97	97	288	288	0.0	0	0	FiguredBass	3/4	4	1	0										1/2	#			
97	97	288	288	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	892											
97	97	290	290	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	893											
